region,anzsic_descriptor,anzsic_descriptor2,category,gas,units,magnitude,year,data_val
Gisborne,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,36.14
Gisborne,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,46.8
Gisborne,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,47.86
Gisborne,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,45.19
Gisborne,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,42.64
Hawke's Bay,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,183.71
Hawke's Bay,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,242.54
Hawke's Bay,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,137.81
Hawke's Bay,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,127.04
Hawke's Bay,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,118.84
Hawke's Bay,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,140.39
Hawke's Bay,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,148.37
Hawke's Bay,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,145.65
Hawke's Bay,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,142.54
Hawke's Bay,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,135.74
Hawke's Bay,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,141.7
Hawke's Bay,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,149.87
Hawke's Bay,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,145.8
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,115.66
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,117.59
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,107.19
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,138.69
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,130.25
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,147.63
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,157.1
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,158.92
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,167.79
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,175.86
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,187.84
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,180.88
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,196.19
Marlborough,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,25.75
Marlborough,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,29.13
Marlborough,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,32.12
Marlborough,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,34.18
Marlborough,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,33.47
Marlborough,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,27.32
Marlborough,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,27.96
Marlborough,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,27.61
Marlborough,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,26.98
Marlborough,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,26.19
Marlborough,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,26.71
Marlborough,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,26.36
Marlborough,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,27.55
Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,32.71
Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,30.35
Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,30.62
Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,32.14
Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,33.51
Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,30.46
Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,30.5
Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,31.72
Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,28.25
Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,30.07
Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,34.19
Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,36.48
Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,37.14
Northland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,243.04
Northland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,267.37
Northland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,246.67
Northland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,207.67
Northland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,203.45
Northland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,201.46
Northland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,186.52
Northland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,203.47
Northland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,183.7
Northland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,193.38
Northland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,192.65
Northland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,193.79
Northland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,188.84
Otago,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,200.29
Otago,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,205.28
Otago,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,200.62
Otago,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,157.52
Otago,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,163.12
Otago,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,155.26
Otago,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,177.79
Otago,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,161.16
Otago,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,176.17
Otago,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,175.9
Otago,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,195.32
Otago,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,225.43
Otago,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,197.74
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,59.86
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,59.05
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,58.32
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,56.75
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,57.49
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,59.67
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,63.41
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,72.16
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,69.02
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,67.08
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,68.84
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,67.91
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,67.74
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,2212.65
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1769.39
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1554.46
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1801.76
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1355.3
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1868.21
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1428.77
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1077.95
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,850.34
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1148.8
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1638.23
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,1403.51
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1271.98
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,33.38
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,37.05
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,38.62
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,34.71
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,40.57
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,38.88
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,38.22
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,37.18
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,36.11
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,35.73
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,38.86
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,40.32
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,40.16
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,66.09
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,67.4
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,69.24
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,66.84
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,74.09
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,69.34
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,68.73
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,68.89
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,64.36
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,65.8
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,73.05
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,76.8
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,77.3
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,4094.52
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,6180.18
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,4870.16
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,3737.66
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,3812.74
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,4780.05
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,3770.73
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,3454.65
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,3509.75
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,2842.49
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,2902.07
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,2969.51
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,3780.01
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,312.18
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,316.13
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,334.34
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,338.17
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,335.55
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,343.79
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,337.58
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,331.65
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,331.44
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,351.56
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,350.41
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,342.58
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,333.05
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,28.59
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,27.43
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,27.16
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,28.37
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,26.31
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,27.62
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,27.4
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,27.41
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,24.67
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,24.69
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,28.28
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,29.27
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,28.07
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1875.61
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1575.22
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1064.9
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1247.23
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1085.48
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,949.48
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1141.46
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,904.43
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,901.49
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,260.84
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,256.17
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,244.61
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,278.04
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,24.1
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,48.09
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,81.87
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,72.17
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,76.77
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,75.39
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,74.8
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,85.02
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,81.33
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,74.16
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,80.02
